Chinese Words,_apinyin,English Words,Chinese Usage in a Sentence,English Usage in a sentence,Chinese Usage in a Sentence Hint,Band 0 HSK,Dao,Color
引诱,yǐnyòu,verb: to lure / tempt / seduce,他被引诱去参加那场非法比赛，事后非常后悔。,He was lured into joining the illegal race and deeply regretted it afterward.,他被__去参加那场非法比赛，事后非常后悔。,Band7,Unknown,5
一事无成,yīshìwúchéng,verb phrase: to accomplish nothing,他整天玩游戏，几年过去了还是一事无成。,"He plays games all day—years have passed, and he’s accomplished nothing.",他整天玩游戏，几年过去了还是一事__。,Band7,Unknown,5
一系列,yíxìliè,noun: a series of,我们将进行一系列测试来确保产品质量。,We’ll carry out a series of tests to ensure product quality.,我们将进行__测试来确保产品质量。,Band7,2.6,5
一言不发,yīyánbùfā,idiom: not to say a single word,听完批评后，他一言不发地离开了会议室。,"After hearing the criticism, he left the meeting room without saying a word.",听完批评后，他__地离开了会议室。,Band7,Unknown,5
用餐,yòngcān,verb: to dine; to have a meal,请在这里安静用餐。,Please dine quietly here.,请在这里安静__。,Band7,3.9,5
用意,yòngyì,noun: intention; purpose,我明白你的用意。,I understand your intention.,我明白你的__。,Band7,3.9,5
游船,yóuchuán,noun: sightseeing boat; cruise boat,我们乘坐游船欣赏风景。,We took a sightseeing boat to enjoy the scenery.,我们乘坐__欣赏风景。,Band7,3.1,5
友情,yǒuqíng,noun: friendship,他们之间的友情已经持续很多年了。,Their friendship has lasted for many years.,他们之间的__已经持续很多年了。,Band7,2.3,5
友善,yǒushàn,adjective: friendly; kind,他对每个人都很友善。,He is friendly to everyone.,他对每个人都很__。,Band7,3.9,5
有所,yǒusuǒ,"adverbial phrase: to have some, its usually combined with other words",最近他的中文水平有所提高。,His Chinese level has improved recently.,最近他的中文水平__提高。,Band7,2.4,5
有意,yǒuyì,adjective/adverb: intentional; deliberately,他有意避开这个问题。,He deliberately avoided this issue.,他__避开这个问题。,Band7,3.1,5
原本,yuánběn,adverb/adjective: originally; original,我原本打算今天出门。,I originally planned to go out today.,我__打算今天出门。,Band7,3.3,5
圆形,yuánxíng,noun/adjective: circle; circular shape,这个桌子是圆形的。,This table is circular.,这个桌子是__的。,Band7,3.1,5
怨言,yuànyán,noun: complaint; grievance,虽然工作很辛苦，但他从没说过一句怨言。,"Although the work was tough, he never voiced a single complaint.",虽然工作很辛苦，但他从没说过一句__。,Band7,Unknown,5
孕妇,yùnfù,noun: pregnant woman,医院里有很多孕妇在等候。,Many pregnant women are waiting in the hospital.,医院里有很多__在等候。,Band7,4.4,5
语气,yǔqì,noun: tone (of voice or speech),他的语气听起来很不耐烦，像是在责怪我。,"His tone sounded impatient, like he was blaming me.",他的语气听起来很不耐烦，像是在责怪我。,Band7,5.6,5
预算,yùsuàn,"noun: budget
verb: to budget",我们需要先做预算，才能知道钱该怎么花。,We need to make a budget first to know how to spend the money.,我们需要先做__，才能知道钱该怎么花。,Band7,Unknown,5
欲望,yùwàng,noun: desire / craving,人一旦被欲望控制，就很容易迷失方向。,"Once someone is controlled by desire, it’s easy to lose direction.",人一旦被__控制，就很容易迷失方向。,Band7,Unknown,5
在意,zàiyì,verb: to care about; to mind,我不太在意别人怎么说。,I do not really care what others say.,我不太__别人怎么说。,Band7,3.1,5
赞美,zànměi,verb/noun: to praise; praise,老师赞美了她的努力。,The teacher praised her hard work.,老师__了她的努力。,Band7,3.8,5
赞许,zànxǔ,verb/noun: to praise; approval,老师赞许地点了点头。,The teacher nodded in approval.,老师__地点了点头。,Band7,2.7,5
赞扬,zànyáng,verb: to praise / to commend,他的勇敢行为受到了大家的赞扬。,His brave actions received praise from everyone.,他的勇敢行为受到了大家的__。,Band7,3.2,5
责备,zébèi,verb: to blame / reproach,他没有责备我迟到，反而关心我是不是遇到麻烦了。,"He didn’t blame me for being late—instead, he asked if I was okay.",他没有__我迟到，反而关心我是不是遇到麻烦了。,Band7,5.4,5
责怪,zéguài,verb: to blame,请不要责怪他。,Please do not blame him.,请不要__他。,Band7,3.1,5
增添,zēngtiān,"verb: to add / increase (usually emotions, atmosphere, not quantity)",新画作为房间增添了一份艺术气息。,The new painting added a touch of artistic feel to the room.,新画作为房间__了一份艺术气息。,Band7,2.2,5
债务,zhàiwù,noun: debt / liability,他因为投资失败而背上了巨额债务。,He fell into massive debt after a failed investment.,他因为投资失败而背上了巨额__。,Band7,Unknown,5
展出,zhǎnchū,verb: to exhibit; to display,博物馆正在展出古代文物。,The museum is exhibiting ancient artifacts.,博物馆正在__古代文物。,Band7,3.1,5
长辈,zhǎngbèi,noun: elder / senior (in age or position),我们应该尊重和关心家里的长辈。,We should respect and care for the elders in our family.,我们应该尊重和关心家里的__。,Band7,3.7,5
张贴,zhāngtiē,verb: to post; to put up,学校门口张贴了新通知。,A new notice was posted at the school entrance.,学校门口__了新通知。,Band7,3.11,5
招待,zhāodài,verb: to receive guests; to entertain,他们热情地招待了我们。,They warmly entertained us.,他们热情地__了我们。,Band7,3.1,5
着迷,zháomí,verb: to be fascinated; obsessed with,他最近对摄影很着迷。,He has recently become fascinated with photography.,他最近对摄影很__。,Band7,3.3,5
招收,zhāoshōu,verb: to recruit; to enroll,学校今年开始招收新生。,The school has started enrolling new students this year.,学校今年开始__新生。,Band7,3.5,5
眨眼,zhǎyǎn,verb: to blink,她不停地眨眼。,She kept blinking.,她不停地__。,Band7,4.2,5
珍藏,zhēncáng,verb/noun: to treasure; treasured collection,这是他珍藏多年的照片。,This is a photo he has treasured for many years.,这是他__多年的照片。,Band7,3.1,5
争吵,zhēngchǎo,verb: to quarrel; to argue / noun: quarrel,他们因为一点小事争吵了起来。,They started arguing over a small matter.,他们因为一点小事__了起来。,Band7,2.1,5
争光,zhēngguāng,verb: to win honor; to bring glory,他为学校争光了。,He brought honor to the school.,他为学校__了。,Band7,3.5,5
整洁,zhěngjié,adjective: neat; tidy; clean,这个房间非常整洁。,This room is very neat and tidy.,这个房间非常__。,Band7,3.1,5
诊所,zhěnsuǒ,noun: clinic,他去附近的诊所看病。,He went to a nearby clinic to see a doctor.,他去附近的__看病。,Band7,2.6,5
指点,zhǐdiǎn,verb: to give advice; to point out,老师耐心地指点我们。,The teacher patiently guided us.,老师耐心地__我们。,Band7,3.4,5
直觉,zhíjué,noun: intuition / instinct,我没证据，但直觉告诉我他在撒谎。,"I have no proof, but my intuition says he’s lying.",我没证据，但直觉告诉我他在撒谎。,Band7,Unknown,5
值钱,zhíqián,adjective: valuable; worth money,这幅画非常值钱。,This painting is very valuable.,这幅画非常__。,Band7,2.4,5
指引,zhǐyǐn,verb/noun: to guide; guidance,路牌可以指引游客方向。,Road signs can guide tourists.,路牌可以__游客方向。,Band7,3.3,5
众人,zhòngrén,noun: everyone; the crowd,众人都被他的演讲感动了。,Everyone was moved by his speech.,__都被他的演讲感动了。,Band7,3.6,5
捉迷藏,zhuōmícáng,verb/noun: to play hide-and-seek,小朋友们正在玩捉迷藏。,The children are playing hide-and-seek.,小朋友们正在玩__。,Band7,3.7,5
着想,zhuóxiǎng,verb: to consider (for someone/something),你应该为父母着想。,You should think for your parents’ sake.,你应该为父母__。,Band7,3.1,5
自私,zìsī,adjective: selfish,他只考虑自己，太自私了。,He only thinks about himself and is too selfish.,他只考虑自己，太__了。,Band7,2.5,5
姿态,zītài,noun: posture / attitude (also metaphorically),她跳舞的姿态优雅，态度也很自信。,"Her dance posture is elegant, and her attitude is full of confidence.",她跳舞的__优雅，态度也很自信。,Band7,8.4,5
阻挡,zǔdǎng,verb: to block / to obstruct,没人能阻挡他前进的决心。,No one can block his determination to move forward.,没人能__他前进的决心。,Band7,7.2,5
嘴唇,zuǐchún,noun: lips,她的嘴唇因为太干裂开了。,Her lips cracked because they were too dry.,她的__因为太干裂开了。,Band7,2.6,5
阻拦,zǔlán,verb: to stop; to block; to prevent,没有人能阻拦他离开。,Nobody could stop him from leaving.,没有人能__他离开。,Band7,2.7,5
暗淡无光,àndàn wú guāng,idiom: dim and dull / without light or hope,夜空中乌云密布，星星暗淡无光。,"The night sky was full of clouds, and the stars were dim and dull.",夜空中乌云密布，星星__。,Unknown,Unknown,5
按捺/按耐,ànnà/ ànnài,verb: to restrain / hold back (emotions),他强忍情绪，努力按耐住内心的愤怒。,"He restrained himself, struggling to hold back his anger.",他强忍情绪，努力__住内心的愤怒。,Unknown,Unknown,5
把持,bǎchí,"verb: to hold firmly
verb: to control; to dominate",他一手把持方向盘，一手把持公司大权，显得十分强势。,"He held the steering wheel with one hand and controlled the company’s power with the other, appearing very forceful.",他一手__方向盘，一手__公司大权，显得十分强势。,Unknown,Unknown,5
八方,bāfāng,noun: all directions; everywhere,游客从八方来到这里。,Tourists come here from all directions.,游客从__来到这里。,Unknown,3.2,5
白费,báifèi,verb: to waste (effort); to be in vain,如果现在放弃，之前的努力就全都白费了。,"If you give up now, all your previous efforts will be wasted.",如果现在放弃，之前的努力就全都__了。,Unknown,7.15,5
班花,bānhuā,noun: class beauty; prettiest girl in a class,她以前是我们班的班花。,She used to be the beauty of our class.,她以前是我们班的__。,Unknown,Unknown,5
斑马,bānmǎ,noun: zebra,动物园里有几只斑马。,There are several zebras in the zoo.,动物园里有几只__。,Unknown,3.8,5
搬运,bānyùn,verb: to carry; to transport,工人们正在搬运货物。,The workers are transporting goods.,工人们正在__货物。,Unknown,3.2,5
报馆,bàoguǎn,noun: newspaper office / publishing house,他大学毕业后就进入了一家知名报馆工作。,He started working at a well-known newspaper office after graduating.,他大学毕业后就进入了一家知名__工作。,Unknown,7.15,5
靶心,bǎxīn,noun: bullseye / center of a target,她一箭射中靶心，全场都鼓掌了。,She hit the bullseye with one shot and got a round of applause.,她一箭射中__，全场都鼓掌了。,Unknown,Unknown,5
被罚,bèifá,verb: to be punished; to be fined,他因为迟到而被罚。,He was punished for being late.,他因为迟到而__。,Unknown,3.1,5
卑微,bēiwēi,adjective: lowly / humble (often emotionally),他在感情中总是表现得很__，什么都迁就对方。,"He always acts humbly in the relationship, constantly accommodating the other person.",他在感情中总是表现得很__，什么都迁就对方。,Unknown,Unknown,5
背影,bèiyǐng,noun: back view; silhouette from behind,我远远地看着他的背影。,I watched his figure from behind at a distance.,我远远地看着他的__。,Unknown,3.5,5
奔走,bēnzǒu,verb: to rush about; to run around,他为了这件事四处奔走。,He ran around everywhere for this matter.,他为了这件事四处__。,Unknown,3.11,5
标点,biāodiǎn,noun: punctuation,写作文时要注意标点。,Pay attention to punctuation when writing essays.,写作文时要注意__。,Unknown,4.3,5
表示,biǎoshì,"To Express
Usage: Use this when you are ""showing"" or ""indicating"" something, often through a gesture, an official statement, or a specific action. It can also mean ""to represent.""",他表示了他的担忧,He expressed his concern,他__了他的担忧,Unknown,1.3,5
避开,bìkāi,verb: to avoid; to steer clear of,我们最好避开高峰时间。,We’d better avoid rush hour.,我们最好__高峰时间。,Unknown,2.6,5
