Chinese Words,pinyin,English Words,Chinese Sentence,_HSK,_Dao,Color,Encountered,ID,Formal
步行,bùxíng,verb: to walk (on foot),从宿舍到教学楼步行只要五分钟。,Band4,Unknown,5,0,2903,
纷纷,fēnfēn,adverb: one after another / in succession,秋天来了，树叶纷纷落下。,Band4,Unknown,5,0,2904,
精力,jīnglì,noun: energy (mental or physical),他精力充沛，做完工作后还能去健身房锻炼。,Band4,Unknown,5,0,2905,
其余,qíyú,pronoun: the rest / the others,这份文件只有第一页需要签名，其余部分请仔细阅读。,Band4,Unknown,5,0,2906,
替,tì,"preposition / verb: for (on behalf of), to replace",我可以替你参加会议，也可以替你完成这项任务。,Band4,Unknown,5,0,2907,
调皮,tiáopí,adjective: mischievous / playful (often affectionately),这个小孩太调皮，连老师也拿他没办法。,Band4,Unknown,5,0,2908,
吸收,xīshōu,"verb: to absorb / to take in (nutrients, information, people)",海绵能吸收水分，学生也要努力吸收知识。,Band4,Unknown,5,0,2909,
依靠,yīkào,verb: to rely on / depend on,这个村庄主要依靠农业维持生计。,Band4,Unknown,5,0,2910,
邮局,yóujú,noun: post office,我去了一趟邮局，寄出了包裹和几张明信片。,Band4,Unknown,5,0,2911,
查询,cháxún,verb / noun: to check / to inquire / inquiry,你可以通过手机查询快递的最新状态。,Band5,Unknown,5,0,2912,
打扮,dǎban,"verb: to dress up; to style
noun: appearance; outfit",她今天打扮得很简单，但整体打扮看起来依然很有气质。,Band5,Unknown,5,0,2913,
呆,dāi,"adjective: dull / blank / slow
verb: to stay",他呆呆地站在那里，呆了一会儿才反应过来。,Band5,Unknown,5,0,2914,
罚款,fákuǎn,verb / noun: to fine / fine,因为乱停车，他被罚款两百元。,Band5,Unknown,5,0,2915,
疯狂,fēngkuáng,"adjective: crazy; insane
noun: madness; obsession",他对音乐的疯狂让大家觉得他看起来有点疯狂。,Band5,Unknown,5,0,2916,
更新,gēngxīn,"verb: to update / renew
noun: update, renewal",系统每天都会自动更新，以确保数据是最新的更新版本。,Band5,Unknown,5,0,2917,
估计,gūjì,"verb: to estimate / guess
adverb: probably / I suppose",他今天没来，估计是临时有事。,Band5,Unknown,5,0,2918,
渴望,kěwàng,verb: to long for / to thirst for,她渴望被理解，也渴望拥有真正的友情。,Band5,Unknown,5,0,2919,
困扰,kùnrǎo,verb: to trouble / bother,这个问题困扰了我很久，我一直找不到解决办法。,Band5,Unknown,5,0,2920,
立场,lìchǎng,noun: standpoint / position (on an issue),在这件事上，他的立场一直很坚定。,Band5,Unknown,5,0,2921,
模范,mófàn,noun: role model / example,她是我们班的学习模范，大家都向她学习。,Band5,Unknown,5,0,2922,
瞧,qiáo,verb (spoken): to look / to see,你瞧，那边有一只很可爱的猫！,Band5,Unknown,5,0,2923,
仍旧,réngjiù,adverb: still; yet; as before,虽然过了很多年，他仍旧记得那件事。,Band5,Unknown,5,0,2924,
神,shén,"noun: god; deity
adjective (slang): amazing; god-tier",他操作得太神了，队友都把他当成神一样崇拜。,Band5,Unknown,5,0,2925,
视频,shìpín,noun: video,这段社团介绍视频拍得很用心。,Band5,Unknown,5,0,2926,
试图,shìtú,verb: to attempt / try to,他试图解释清楚，但对方不愿意听。,Band5,Unknown,5,0,2927,
手段,shǒuduàn,noun: means / method (often neutral or slightly negative),他为了达到目的，采用了不正当的手段。,Band5,Unknown,5,0,2928,
损害,sǔnhài,"verb: to damage / to harm (abstract things like rights, reputation, health)",吸烟严重损害健康。,Band5,Unknown,5,0,2929,
信念,xìnniàn,noun: conviction / strong belief (often secular or motivational),他坚守自己的信念，不轻易放弃理想。,Band5,Unknown,5,0,2930,
依照,yīzhào,preposition / verb: according to; in accordance with,请依照说明操作，否则可能会出错。,Band5,Unknown,5,0,2931,
有害,yǒuhài,adjective: harmful,吸烟对身体健康有害。,Band5,Unknown,5,0,2932,
震惊,zhènjīng,"verb: to shock
adjective: shocking",这个震惊的消息让所有人都感到十分震惊。,Band5,Unknown,5,0,2933,
治安,zhì'ān,noun: public security / law and order,这个城市的治安良好，晚上出门也很安心。,Band5,Unknown,5,0,2934,
仓库,cāngkù,noun: warehouse / storage,器材全都放在学校的旧仓库里了。,Band6,Unknown,5,0,2935,
斗争,dòuzhēng,verb/noun: to struggle / fight (literal or figurative),他正在和自己的懒惰进行激烈的斗争。,Band6,Unknown,5,0,2936,
犯规,fànguī,"verb: to commit a foul
noun: foul / rule violation",他比赛时多次犯规，最后被罚下场。,Band6,Unknown,5,0,2937,
歌词,gēcí,noun: lyrics,这首歌的歌词很感人，我听了好几遍。,Band6,Unknown,5,0,2938,
理财,lǐcái,"verb: to manage finances
noun: financial management",他开始学习理财，希望通过理财让收入更稳定。,Band6,Unknown,5,0,2939,
猛,měng,"adjective: fierce, intense
adverb: suddenly, violently",他猛地一推，力量之猛让人吃惊。,Band6,Unknown,5,0,2940,
名额,míng’é,"noun: quota / allocated spot (e.g., for applications, programs)",比赛的名额有限，先报名先得。,Band6,Unknown,5,0,2941,
名誉,míngyù,noun: reputation / honor,他因为诚信而获得了良好的名誉。,Band6,Unknown,5,0,2942,
谦虚,qiānxū,adjective: modest / humble,他虽然很厉害，但从不骄傲，反而很谦虚。,Band6,Unknown,5,0,2943,
深深,shēnshēn,adverb: deeply (emotionally or physically),我深深感受到他的关心。,Band6,Unknown,5,0,2944,
特意,tèyì,adverb: deliberately; specially,她特意早点出门，只为了避开早高峰。,Band6,Unknown,5,0,2945,
危机,wēijī,noun: crisis,公司正面临严重的资金危机，需要立即采取措施。,Band6,Unknown,5,0,2946,
薪水,xīnshuǐ,noun: salary / wages,他跳槽后，薪水比以前多了一倍。,Band6,Unknown,5,0,2947,
信仰,xìnyǎng,noun: belief / faith (especially religious or spiritual),每个人都有权利拥有自己的信仰。,Band6,Unknown,5,0,2948,
因素,yīnsù,noun: factor / element,天气是影响农业收成的一个重要因素。,Band6,Unknown,5,0,2949,
职责,zhízé,noun: duty; responsibility,认真完成工作是他的基本职责。,Band6,Unknown,5,0,2950,
哀求,āiqiú,verb: to plead / to beg (with sorrow or desperation),她不停地哀求老板再给她一次机会。,Band7,Unknown,5,0,2951,
安定,āndìng,"adjective: stable (emotionally or socially)
verb: to stabilize",社会安定下来以后，人民的生活也慢慢安定了。,Band7,Unknown,5,0,2952,
保障,bǎozhàng,"verb: to ensure / guarantee
noun: safeguard / protection",政府采取措施保障居民的安全，也提供了医疗保障。,Band7,Unknown,5,0,2953,
不可思议,bùkě sīyì,adjective: unbelievable / inconceivable,他三天学完一本书，速度简直不可思议。,Band7,Unknown,5,0,2954,
不由得,bùyóude,verb: cannot help but; involuntarily,听到这个消息后，他不由得笑了。,Band7,Unknown,5,0,2955,
察看,chákàn,verb: to inspect / to check carefully,工作人员到现场察看设备运行情况。,Band7,Unknown,5,0,2956,
触摸,chùmō,verb: to touch / to feel (by hand),这台机器只能通过屏幕触摸操作。,Band7,Unknown,5,0,2957,
得知,dézhī,verb: to learn of / to be informed,我刚得知你通过了面试，真为你高兴！,Band7,Unknown,5,0,2958,
非法,fēifǎ,adjective: illegal,非法停车会被罚款。,Band7,Unknown,5,0,2959,
丰富多彩,fēngfù duōcǎi,idiom (adjective): rich and colorful / diverse and wonderful,她的大学生活丰富多彩，不仅学习好，还参加了很多活动。,Band7,Unknown,5,0,2960,
粉丝,fěnsī,noun: fan (supporter of a celebrity or brand),这位歌手的粉丝遍布全球。,Band7,Unknown,5,0,2961,
感触,gǎnchù,noun: emotional feeling / sentiment (usually after experience or reflection),参观完那个纪念馆后，我有很多感触。,Band7,Unknown,5,0,2962,
尴尬,gāngà,"adjective: awkward; embarrassing
noun: embarrassment",场面一度很尴尬，这种尴尬让大家都不知道该说什么。,Band7,Unknown,5,0,2963,
光彩,guāngcǎi,"noun: glory / radiance
adjective (lit.): glorious-looking (less common in modern usage)",他在比赛中表现出色，为学校争了光彩。,Band7,Unknown,5,0,2964,
归根到底,guīgēndàodǐ,phrase: in the end / ultimately,归根到底，我们之间的问题还是因为缺乏沟通。,Band7,Unknown,5,0,2965,
缓缓,huǎnhuǎn,adverb: slowly / gently (usually literary tone),雾气缓缓地散去，远处的山终于清晰可见。,Band7,Unknown,5,0,2966,
嫁,jià,verb: for a woman to marry; to marry off,她去年嫁给了一个医生。,Band7,Unknown,5,0,2967,
加重,jiāzhòng,"verb: to worsen / increase (a burden, illness, punishment)",他感冒后还继续加班，结果病情反而加重了。,Band7,Unknown,5,0,2968,
经商,jīngshāng,verb: to do business,他从小就跟父亲学着经商，现在已经开了三家公司。,Band7,Unknown,5,0,2969,
积蓄,jīxù,"noun: savings
verb: to save up",他多年的积蓄几乎花光了，只为了积蓄一次重新开始的机会。,Band7,Unknown,5,0,2970,
举报,jǔbào,verb / noun: to report (to authorities) / report,市民可以通过热线举报违法行为，这次举报起了关键作用。,Band7,Unknown,5,0,2971,
开支,kāizhī,noun: expenses; expenditures; spending,这个月的开支比上个月高很多。,Band7,Unknown,5,0,2972,
款式,kuǎnshì,"noun: style / design (of clothing, products)",这件衣服的款式很新，今年特别流行。,Band7,Unknown,5,0,2973,
流露,liúlù,"verb: to show unintentionally / to reveal (emotion, thoughts)",她说没关系，但眼神却流露出失望。,Band7,Unknown,5,0,2974,
理性,lǐxìng,"noun: rationality; reason
adjective: rational; logical",遇到问题时，他总能保持理性，用理性的方式解决冲突。,Band7,Unknown,5,0,2975,
美中不足,měi zhōng bù zú,idiom: a small flaw in something otherwise perfect,这幅画非常漂亮，美中不足的是颜色稍微暗了一点。,Band7,Unknown,5,0,2976,
魅力,mèilì,noun: charm / charisma,她不仅有能力，还有一种让人无法抗拒的魅力。,Band7,Unknown,5,0,2977,
勉强,miǎnqiǎng,"verb: to force someone to do something
adjective: reluctant / barely acceptable",他勉强答应了这个要求，表情看起来很勉强。,Band7,Unknown,5,0,2978,
苗条,miáotiao,adjective: slim / slender,她通过运动变得很苗条，整个人更有精神了。,Band7,Unknown,5,0,2979,
迷惑不解,míhuò bù jiě,idiom: puzzled and unable to understand,大家对他突然的辞职感到迷惑不解。,Band7,Unknown,5,0,2980,
幕后,mùhòu,adjective: behind-the-scenes,虽然他不是演员，但他是幕后的一位重要策划者。,Band7,Unknown,5,0,2981,
抢夺,qiǎngduó,verb: to snatch / seize by force,嫌疑人当街抢夺他人财物。,Band7,Unknown,5,0,2982,
前夕,qiánxī,noun: eve / the day before (usually a big event),考试前夕，他熬夜复习到凌晨。,Band7,Unknown,5,0,2983,
恰巧,qiàqiǎo,adverb: by chance / just so happens,我正要出门，恰巧你也来了，我们一起走吧。,Band7,Unknown,5,0,2984,
契机,qìjī,noun: turning point / opportunity / trigger,这次失败反而成了他成长的契机。,Band7,Unknown,5,0,2985,
情侣,qínglǚ,noun: romantic couple; lovers,那对情侣每天都会一起散步。,Band7,Unknown,5,0,2986,
亲戚,qīnqi,noun: relative,过年时，亲戚们都会聚在一起吃饭聊天。,Band7,Unknown,5,0,2987,
娶,qǔ,verb: for a man to marry; to take a wife,他打算明年娶她。,Band7,Unknown,5,0,2988,
人手,rénshǒu,noun: manpower / staff,现在正是装修旺季，工地非常缺人手。,Band7,Unknown,5,0,2989,
融化,rónghuà,verb: to melt; to soften emotionally,冰淇淋在太阳下很快融化了，而他的贴心举动也慢慢融化了她的心。,Band7,Unknown,5,0,2990,
社团,shètuán,noun: club / student organization,她参加了三个社团，每天下课都很忙。,Band7,Unknown,5,0,2991,
实话,shíhuà,noun: the truth,说实话，我一点也不喜欢他那种态度。,Band7,Unknown,5,0,2992,
收缩,shōusuō,verb: to shrink / contract,气温下降后，材料会自然收缩。,Band7,Unknown,5,0,2993,
手艺,shǒuyì,noun: craftsmanship / skill (esp. with hands),他做饭的手艺特别好，大家都抢着吃。,Band7,Unknown,5,0,2994,
瞬间,shùnjiān,noun/adverb: instant / in an instant,灯一亮，房间在瞬间变得明亮起来。,Band7,Unknown,5,0,2995,
私家车,sījiāchē,Private Car,在新加坡，拥有一辆私家车的成本很高,Band7,Unknown,5,0,2996,
随处可见,suíchùkějiàn,adverb: everywhere / anywhere,在城市里，随处可见环保宣传的标语。,Band7,Unknown,5,0,2997,
所属,suǒshǔ,verb/adjective: to belong to / affiliated with,请写上你的姓名和所属社团。,Band7,Unknown,5,0,2998,
所谓,suǒwèi,adjective: so-called / what is known as,所谓“天才”，其实也是靠努力换来的。,Band7,Unknown,5,0,2999,
突如其来,tūrúqílái,adjective: sudden; unexpected,这场突如其来的大雨打乱了原本的计划。,Band7,Unknown,5,0,3000,
羡慕,xiànmù,verb: to envy / admire,我很羡慕她能自由地去旅行，但我也在努力存钱。,Band7,Unknown,5,0,3001,
嫌弃,xiánqì,verb: to dislike; to look down on,她从不嫌弃别人条件普通，反而更看重性格。,Band7,Unknown,5,0,3002,
形影不离,xíngyǐngbùlí,idiom: inseparable (like body and shadow),他们两个是形影不离的好朋友，每天都在一起。,Band7,Unknown,5,0,3003,
新款,xīnkuǎn,noun: new model / latest version,这款新款包包设计时尚，颜色也很受欢迎。,Band7,Unknown,5,0,3004,
羞愧,xiūkuì,adjective: ashamed / guilty,做错事后，他感到十分羞愧，不敢抬头。,Band7,Unknown,5,0,3005,
寻常,xúncháng,adjective: ordinary / common,今天只是个寻常的下午，但我却突然接到了一通特别的电话。,Band7,Unknown,5,0,3006,
一塌糊涂,yī tà hútú,idiom (adj): a complete mess / total chaos,考试没复习，结果考得一塌糊涂。,Band7,Unknown,5,0,3007,
引诱,yǐnyòu,verb: to lure / tempt / seduce,他被引诱去参加那场非法比赛，事后非常后悔。,Band7,Unknown,5,0,3008,
一事无成,yīshìwúchéng,verb phrase: to accomplish nothing,他整天玩游戏，几年过去了还是一事无成。,Band7,Unknown,5,0,3009,
一言不发,yīyánbùfā,idiom: not to say a single word,听完批评后，他一言不发地离开了会议室。,Band7,Unknown,5,0,3010,
怨言,yuànyán,noun: complaint; grievance,虽然工作很辛苦，但他从没说过一句怨言。,Band7,Unknown,5,0,3011,
预算,yùsuàn,"noun: budget
verb: to budget",我们需要先做预算，才能知道钱该怎么花。,Band7,Unknown,5,0,3012,
