Chinese Words,pinyin,English Words,Question Type,Category,Chinese Usage in a Sentence,English Usage in a sentence,Color,Chinese Usage in a Sentence Hint,Band 0 HSK
虎牙,hǔyá,noun: canine tooth / fang-like tooth (often used cutely),Both,Misc,她笑的时候会露出一颗虎牙，特别可爱。,She shows a little fang when she smiles—it’s super cute.,5,她笑的时候会露出一颗__，特别可爱。,Unknown
杀伤力,shāshānglì,noun: destructive power (literal or figurative),Both,Misc,她的回眸杀伤力太强，全场都被迷住了。,Her glance-back had serious impact—everyone was captivated.,5,她的回眸__太强，全场都被迷住了。,Unknown
经济,,,Both,Misc,,,5,,
利用,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
,,,Both,Misc,,,5,,
