Chinese Words,pinyin,English Words,Chinese Usage in a Sentence,English Usage in a sentence,_HSK,_Dao,Color,Encountered,ID
支付,zhīfù,verb: to pay (money),请在下单后尽快支付订单金额。,Please pay the order amount promptly after placing the order.,Band3,Unknown,5,0,2873
职工,zhígōng,noun: staff / employees (usually working-class),公司为每位职工提供了免费的午餐。,The company provides free lunch for all employees.,Band3,Unknown,5,0,2874
至今,zhìjīn,adverb: until now / to this day,这项传统至今仍然保留着,This tradition is still preserved to this day.,Band3,Unknown,5,0,2875
职业,zhíyè,noun: profession / occupation,他的职业是医生。,His profession is a doctor.,Band3,Unknown,5,0,2876
志愿者,zhìyuànzhě,noun: volunteer,许多志愿者参与了救援行动。,Many volunteers participated in the rescue operation.,Band3,Unknown,5,0,2877
中部,zhōngbù,noun: central region / middle part,中国中部地区多为丘陵和盆地。,China’s central region mostly consists of hills and basins.,Band3,Unknown,5,0,2878
中华民族,zhōnghuámínzú,proper noun: the Chinese nation / the Chinese ethnic group,中华民族有着五千年的文明历史。,"The Chinese nation has a civilization stretching back 5,000 years.",Band3,Unknown,5,0,2879
状态,zhuàngtài,noun: state / condition / status (often mental or internal),他最近的精神状态不太好。,His mental state hasn’t been very good lately.,Band3,Unknown,5,0,2880
专业,zhuānyè,"noun: major (in university) / profession
adjective: professional",她的专业是心理学，现在是一名专业的心理咨询师。,"Her major is psychology, and she is now a professional counselor.",Band3,Unknown,5,0,2881
主张,zhǔzhāng,"verb: to advocate / to propose
noun: opinion / advocacy",他主张节能环保的生活方式，这一主张受到支持。,"He advocates for an eco-friendly lifestyle, and this opinion has gained support.",Band3,Unknown,5,0,2882
资格,zīgé,noun: qualification / eligibility,他具备申请这个职位的资格。,He is qualified to apply for this position.,Band3,Unknown,5,0,2883
资金,zījīn,noun: funds / capital,这个项目由于缺乏资金而被迫暂停。,The project was suspended due to a lack of funds.,Band3,Unknown,5,0,2884
自觉,zìjué,"adjective: conscious / self-aware
verb: to be aware of",学生们很自觉地完成了作业，对学习的重要性也很自觉。,The students completed their homework willingly and were fully aware of the importance of learning.,Band3,Unknown,5,0,2885
子女,zǐnǚ,noun: children (sons and daughters),父母总是为子女的未来操心。,Parents always worry about their children’s future.,Band3,Unknown,5,0,2886
步行,bùxíng,verb: to walk (on foot),从宿舍到教学楼步行只要五分钟。,It only takes five minutes to walk from the dorm to the classroom.,Band4,Unknown,5,0,2887
纷纷,fēnfēn,adverb: one after another / in succession,秋天来了，树叶纷纷落下。,"Autumn arrived, and the leaves began to fall one after another.",Band4,Unknown,5,0,2888
精力,jīnglì,noun: energy (mental or physical),他精力充沛，做完工作后还能去健身房锻炼。,"He has so much energy—after work, he still goes to the gym.",Band4,Unknown,5,0,2889
其余,qíyú,pronoun: the rest / the others,这份文件只有第一页需要签名，其余部分请仔细阅读。,Only the first page of this document needs a signature; please read the rest carefully.,Band4,Unknown,5,0,2890
替,tì,"preposition / verb: for (on behalf of), to replace",我可以替你参加会议，也可以替你完成这项任务。,I can attend the meeting for you and also complete the task on your behalf.,Band4,Unknown,5,0,2891
调皮,tiáopí,adjective: mischievous / playful (often affectionately),这个小孩太调皮，连老师也拿他没办法。,This kid is so mischievous that even the teacher can’t handle him.,Band4,Unknown,5,0,2892
吸收,xīshōu,"verb: to absorb / to take in (nutrients, information, people)",海绵能吸收水分，学生也要努力吸收知识。,Sponges absorb water; students must absorb knowledge too,Band4,Unknown,5,0,2893
依靠,yīkào,verb: to rely on / depend on,这个村庄主要依靠农业维持生计。,This village mainly relies on agriculture for its livelihood.,Band4,Unknown,5,0,2894
邮局,yóujú,noun: post office,我去了一趟邮局，寄出了包裹和几张明信片。,I went to the post office to send a package and a few postcards.,Band4,Unknown,5,0,2895
查询,cháxún,verb / noun: to check / to inquire / inquiry,你可以通过手机查询快递的最新状态。,You can check the latest delivery status on your phone.,Band5,Unknown,5,0,2896
打扮,dǎban,"verb: to dress up; to style
noun: appearance; outfit",她今天打扮得很简单，但整体打扮看起来依然很有气质。,"She dressed very simply today, but her overall appearance still looks elegant.",Band5,Unknown,5,0,2897
呆,dāi,"adjective: dull / blank / slow
verb: to stay",他呆呆地站在那里，呆了一会儿才反应过来。,He stood there blankly and only reacted after staying there for a while.,Band5,Unknown,5,0,2898
罚款,fákuǎn,verb / noun: to fine / fine,因为乱停车，他被罚款两百元。,He was fined 200 yuan for illegal parking.,Band5,Unknown,5,0,2899
疯狂,fēngkuáng,"adjective: crazy; insane
noun: madness; obsession",他对音乐的疯狂让大家觉得他看起来有点疯狂。,His obsession with music makes everyone think he looks a bit crazy.,Band5,Unknown,5,0,2900
更新,gēngxīn,"verb: to update / renew
noun: update, renewal",系统每天都会自动更新，以确保数据是最新的更新版本。,The system updates automatically every day to ensure it's using the latest version.,Band5,Unknown,5,0,2901
估计,gūjì,"verb: to estimate / guess
adverb: probably / I suppose",他今天没来，估计是临时有事。,He didn’t show up today—probably had something come up.,Band5,Unknown,5,0,2902
渴望,kěwàng,verb: to long for / to thirst for,她渴望被理解，也渴望拥有真正的友情。,She longs to be understood and to have true friendship.,Band5,Unknown,5,0,2903
困扰,kùnrǎo,verb: to trouble / bother,这个问题困扰了我很久，我一直找不到解决办法。,This issue has been bothering me for a long time—I can’t find a solution.,Band5,Unknown,5,0,2904
立场,lìchǎng,noun: standpoint / position (on an issue),在这件事上，他的立场一直很坚定。,He’s always been firm in his stance on this issue.,Band5,Unknown,5,0,2905
模范,mófàn,noun: role model / example,她是我们班的学习模范，大家都向她学习。,She’s the academic role model in our class—everyone looks up to her.,Band5,Unknown,5,0,2906
瞧,qiáo,verb (spoken): to look / to see,你瞧，那边有一只很可爱的猫！,Look over there—there’s a really cute cat!,Band5,Unknown,5,0,2907
仍旧,réngjiù,adverb: still; yet; as before,虽然过了很多年，他仍旧记得那件事。,"Even after many years, he still remembers that incident.",Band5,Unknown,5,0,2908
神,shén,"noun: god; deity
adjective (slang): amazing; god-tier",他操作得太神了，队友都把他当成神一样崇拜。,His gameplay was so amazing that his teammates worshipped him like a god.,Band5,Unknown,5,0,2909
视频,shìpín,noun: video,这段社团介绍视频拍得很用心。,This club introduction video was made with great effort.,Band5,Unknown,5,0,2910
试图,shìtú,verb: to attempt / try to,他试图解释清楚，但对方不愿意听。,"He tried to explain, but the other side wouldn’t listen.",Band5,Unknown,5,0,2911
手段,shǒuduàn,noun: means / method (often neutral or slightly negative),他为了达到目的，采用了不正当的手段。,He used improper means to achieve his goal.,Band5,Unknown,5,0,2912
损害,sǔnhài,"verb: to damage / to harm (abstract things like rights, reputation, health)",吸烟严重损害健康。,Smoking seriously harms your health.,Band5,Unknown,5,0,2913
信念,xìnniàn,noun: conviction / strong belief (often secular or motivational),他坚守自己的信念，不轻易放弃理想。,He holds firmly to his convictions and doesn’t give up on his ideals easily.,Band5,Unknown,5,0,2914
依照,yīzhào,preposition / verb: according to; in accordance with,请依照说明操作，否则可能会出错。,"Please operate according to the instructions, otherwise mistakes may occur.",Band5,Unknown,5,0,2915
有害,yǒuhài,adjective: harmful,吸烟对身体健康有害。,Smoking is harmful to health.,Band5,Unknown,5,0,2916
震惊,zhènjīng,"verb: to shock
adjective: shocking",这个震惊的消息让所有人都感到十分震惊。,This shocking news left everyone deeply shocked.,Band5,Unknown,5,0,2917
治安,zhì'ān,noun: public security / law and order,这个城市的治安良好，晚上出门也很安心。,This city has good public security—you can feel safe going out at night.,Band5,Unknown,5,0,2918
仓库,cāngkù,noun: warehouse / storage,器材全都放在学校的旧仓库里了。,All the equipment is stored in the school’s old warehouse.,Band6,Unknown,5,0,2919
斗争,dòuzhēng,verb/noun: to struggle / fight (literal or figurative),他正在和自己的懒惰进行激烈的斗争。,He’s battling hard against his own laziness.,Band6,Unknown,5,0,2920
犯规,fànguī,"verb: to commit a foul
noun: foul / rule violation",他比赛时多次犯规，最后被罚下场。,He committed multiple fouls during the game and was eventually taken off the court.,Band6,Unknown,5,0,2921
歌词,gēcí,noun: lyrics,这首歌的歌词很感人，我听了好几遍。,The lyrics of this song are touching—I’ve listened to it many times.,Band6,Unknown,5,0,2922
理财,lǐcái,"verb: to manage finances
noun: financial management",他开始学习理财，希望通过理财让收入更稳定。,"He started learning financial management, hoping to stabilize his income through it.",Band6,Unknown,5,0,2923
猛,měng,"adjective: fierce, intense
adverb: suddenly, violently",他猛地一推，力量之猛让人吃惊。,"He gave a sudden push, and the strength of it was shockingly fierce.",Band6,Unknown,5,0,2924
名额,míng’é,"noun: quota / allocated spot (e.g., for applications, programs)",比赛的名额有限，先报名先得。,"Spots for the competition are limited—first come, first served.",Band6,Unknown,5,0,2925
名誉,míngyù,noun: reputation / honor,他因为诚信而获得了良好的名誉。,He gained a good reputation because of his honesty.,Band6,Unknown,5,0,2926
谦虚,qiānxū,adjective: modest / humble,他虽然很厉害，但从不骄傲，反而很谦虚。,"Even though he’s talented, he’s not arrogant at all—very humble instead.",Band6,Unknown,5,0,2927
深深,shēnshēn,adverb: deeply (emotionally or physically),我深深感受到他的关心。,I deeply felt his care.,Band6,Unknown,5,0,2928
特意,tèyì,adverb: deliberately; specially,她特意早点出门，只为了避开早高峰。,She deliberately left early just to avoid rush hour.,Band6,Unknown,5,0,2929
危机,wēijī,noun: crisis,公司正面临严重的资金危机，需要立即采取措施。,The company is facing a serious financial crisis and urgent action is needed.,Band6,Unknown,5,0,2930
