Chinese Words,pinyin,English Words,Chinese Sentence,_HSK,_Dao,Color,
手下,shǒuxià,noun: subordinate; under one’s command,他有很多手下帮忙工作。,Unknown,3.4,5,
熟透,shú tòu,verb: to be fully ripe / well-cooked,这颗番茄已经熟透了，吃起来非常甜。,Unknown,Unknown,5,
双语,shuāngyǔ,noun/adjective: bilingual,他从小在双语环境中长大，中文和英文都讲得很好。,Unknown,Unknown,5,
树干,shùgàn,noun: tree trunk,小鸟停在树干上。,Unknown,4.3,5,
水彩,shuǐcǎi,noun: watercolor paint; watercolor,她喜欢用水彩画画。,Unknown,3.4,5,
水沟,shuǐgōu,noun: ditch; drain; gutter,路边有一条小水沟。,Unknown,2.1,5,
水流,shuǐliú,noun: water flow; current,河里的水流很急。,Unknown,3.2,5,
竖立,shùlì,"verb: to erect / to set upright (e.g., a sign, a statue)",他们在广场中央竖立了一块告示牌。,Unknown,Unknown,5,
竖起,shùqǐ,verb: to raise upright; to erect,小狗听到声音后立刻竖起耳朵。,Unknown,4.2,5,
撕破,sīpò,verb: to tear; to rip open,他不小心把纸撕破了。,Unknown,3.6,5,
送货,sònghuò,Delivery,这家商店提供免费送货服务,Unknown,3.6,5,
松手,sōngshǒu,verb: to let go; to release one’s grip,他终于松手了。,Unknown,3.5,5,
松鼠,sōngshǔ,noun: squirrel,树上有一只松鼠。,Unknown,4.2,5,
塑料袋子,sùliào dàizi,noun: plastic bag,为了环保，超市不再免费提供塑料袋子。,Unknown,Unknown,5,
缩紧腰带,suōjǐn yāodài,phrase: to tighten one’s belt; to cut spending,最近经济不好，很多家庭都开始缩紧腰带。,Unknown,Unknown,5,
所说,suǒshuō,phrase: what was said,我同意你所说的话。,Unknown,3.1,5,
塑像,sùxiàng,noun: statue; sculpture,广场中央有一座英雄塑像。,Unknown,2.3,5,
踏板,tàbǎn,noun: pedal; footboard,他踩下自行车的踏板开始前进。,Unknown,2.3,5,
摊位,tānwèi,noun: stall; booth,夜市里有很多小吃摊位。,Unknown,3.7,5,
摊子,tānzi,noun: stall; stand,夜市里有很多卖小吃的摊子。,Unknown,3.1,5,
踏入,tàrù,verb: to step into / enter (often formal or figurative),他第一次踏入职场，对一切都充满期待。,Unknown,Unknown,5,
特技,tèjì,noun: stunt; special skill,这部电影里的特技场面非常震撼。,Unknown,Unknown,5,
特技艺人,tèjìyìrén,noun: stunt performer; stunt artist,这位特技艺人为了表演，常常要反复训练。,Unknown,Unknown,5,
天亮,tiānliàng,verb: daybreak; dawn,我们一直聊到天亮。,Unknown,3.5,5,
天色,tiānsè,noun: the color/state of the sky; time of day,天色渐渐暗了下来。,Unknown,3.6,5,
调味,tiáowèi,verb: to season; to flavor,厨师正在给汤调味。,Unknown,4.2,5,
调戏,tiáoxì,verb: to tease or flirt (negative/slightly inappropriate tone),不可以随便调戏别人，这是不尊重的行为。,Unknown,Unknown,5,
贴心,tiēxīn,adjective: thoughtful; considerate,她总是很贴心地照顾别人。,Unknown,3.6,5,
听清,tīngqīng,verb: to hear clearly,我刚才没听清你说的话。,Unknown,2.3,5,
停学,tíngxué,verb: to suspend schooling; to drop out temporarily,因为家庭原因，他不得不停学一年。,Unknown,Unknown,5,
同班,tóngbān,adjective/noun: in the same class; classmate,我们从小学开始就同班。,Unknown,3.4,5,
同意书,tóngyìshū,noun: consent form,请家长签好同意书。,Unknown,3.1,5,
投靠,tóukào,verb: to seek refuge with; to rely on,走投无路时，他只能投靠亲戚暂时安身。,Unknown,Unknown,5,
投篮,tóulán,verb: to shoot a basketball,他连续投篮得分。,Unknown,3.4,5,
头饰,tóushì,noun: headwear / hair accessory,新娘佩戴着精致的头饰，美丽动人。,Unknown,Unknown,5,
退步,tuìbù,verb: to fall behind / regress,他最近不努力，成绩明显退步了。,Unknown,Unknown,5,
脱下,tuōxià,"verb: to take off (clothes, shoes, etc.)",进门前请脱下鞋子。,Unknown,3.2,5,
碗碟,wǎndié,noun: bowls and plates; dishes,吃完饭后，请把碗碟洗干净。,Unknown,3.8,5,
往前,wǎngqián,adverb/verb: forward; ahead,请大家继续往前走。,Unknown,3.7,5,
碗盘,wǎnpán,noun: bowls and plates; dishes,吃完饭后，他帮忙洗碗盘。,Unknown,3.6,5,
玩笑,wánxiào,noun: joke / verb: to joke,我只是开个玩笑而已。,Unknown,3.7,5,
为时已晚,wéi shí yǐ wǎn,idiom: it's already too late,等他发现错误时，__，项目已经失败了。,Unknown,Unknown,5,
围观,wéiguān,verb: to gather around and watch,很多人围观那场表演。,Unknown,3.2,5,
未免太,wèimiǎntài,phrase: a bit too; excessively,你这样说未免太过分了。,Unknown,3.9,5,
喂食,wèishí,"verb: to feed (usually just the act of giving food, not raising)",请勿随意喂食动物，以免影响健康。,Unknown,7.1,5,
位数,wèishù,noun: number of digits,这个密码的位数太少，容易被破解。,Unknown,Unknown,5,
问号,wènhào,noun: question mark,这句话后面应该加一个问号。,Unknown,3.5,5,
温情,wēnqíng,noun: warmth; tenderness,这部电影充满了温情。,Unknown,3.2,5,
纹身,wénshēn,noun: tattoo,他的手臂上有一个龙形的纹身，非常显眼。,Unknown,Unknown,5,
文艺部,wényì bù,noun: Literary & Arts Department (in a club or student council),文艺部正在筹备一场校园演出。,Unknown,Unknown,5,
五彩,wǔcǎi,adjective: multicolored; colorful,天空中出现了五彩的灯光。,Unknown,2.6,5,
屋内,wūnèi,noun: inside the house,请不要在屋内吸烟。,Unknown,3.4,5,
无一技之长,wúyījìzhīcháng,idiom: to have no special skills,他自嘲自己无一技之长，只能从最基础的工作做起。,Unknown,Unknown,5,
下沉,xiàchén,verb: to sink; to descend,那艘船慢慢下沉了。,Unknown,4.4,5,
吓坏,xiàhuài,verb: to frighten badly; to scare badly,那场意外把大家都吓坏了。,Unknown,2.7,5,
下流,xiàliú,adjective: vulgar / indecent,他说的话太下流了，让人很不舒服。,Unknown,Unknown,5,
想当,xiǎngdāng,verb: to want to become,他从小就想当医生。,Unknown,3.7,5,
详情,xiángqíng,noun: detailed information,想了解详情，请浏览官方网站。,Unknown,2.2,5,
详思,xiángsī,verb (literary/rare): to think deeply / reflect in detail,这个问题需要详思之后再做决定。,Unknown,Unknown,5,
校服,xiàofú,noun: school uniform,学生每天都要穿校服。,Unknown,2.1,5,
笑眯眯,xiàomīmī,adjective: smiling happily; beaming,老奶奶笑眯眯地看着孩子们。,Unknown,2.6,5,
校内,xiàonèi,noun/adjective: inside the school; on-campus,校内禁止吸烟。,Unknown,3.6,5,
小镇,xiǎozhèn,noun: small town,他出生在一个安静的小镇。,Unknown,3.3,5,
协力,xiélì,verb: to cooperate; to work together,只要大家协力合作，问题一定能解决。,Unknown,2.3,5,
细看,xìkàn,verb: to look carefully; to examine closely,细看以后，我才发现错误。,Unknown,3.8,5,
心动,xīndòng,verb/adjective: to be tempted; emotionally moved,听到这个消息后，我有点心动。,Unknown,3.4,5,
心房,xīnfáng,noun: chamber of the heart / figurative: heart,她的话温暖了我的心房。,Unknown,3.4,5,
行不通,xíng bu tōng,phrase (verb pattern): won’t work / impractical,这个方法以前也试过了，还是行不通。,Unknown,Unknown,5,
形成了对比,xíngchéng le duìbǐ,phrase: formed a contrast,他的冷静和对方的急躁形成了对比。,Unknown,Unknown,5,
心急,xīnjí,adjective: impatient; anxious,你不要太心急。,Unknown,3.11,5,
辛劳,xīnláo,adjective/noun: hardworking; toil,父母的辛劳值得我们感激。,Unknown,3.1,5,
胸口,xiōngkǒu,noun: chest,他紧张得胸口发闷。,Unknown,4.4,5,
吸入,xīrù,verb: to inhale / to breathe in,他不小心吸入了有害气体。,Unknown,Unknown,5,
膝枕,xīzhěn,noun: resting one’s head on someone’s lap,她靠在他的膝枕上，很快就放松地睡着了。,Unknown,Unknown,5,
选材,xuǎncái,verb/noun: material selection; selecting material,写作文时，选材很重要。,Unknown,4.3,5,
选取,xuǎnqǔ,verb: to choose; to select,请选取一个你喜欢的颜色。,Unknown,3.5,5,
选为,xuǎnwéi,verb: to be chosen as,他被选为班长。,Unknown,3.1,5,
寻宝,xúnbǎo,verb: to hunt for treasure,他们在岛上进行了一次刺激的寻宝活动。,Unknown,Unknown,5,
养病,yǎngbìng,verb: to recover from illness / rest and heal,医生建议他在家好好养病，别太劳累。,Unknown,Unknown,5,
养分,yǎngfèn,noun: nutrients,土壤中含有丰富的养分，有利于植物生长。,Unknown,Unknown,5,
养家,yǎngjiā,verb: to support a family,他一个人养家，压力非常大。,Unknown,2.6,5,
演艺,yǎnyì,noun/verb: performing arts; performance work,她从小就对演艺很有兴趣。,Unknown,4.4,5,
一股脑,yì gǔ nǎo,adverb: all at once / without thinking,他一股脑把问题全说出来，反而轻松了。,Unknown,Unknown,5,
一对,yīduì,measure word/noun: a pair; a couple,公园里有一对情侣正在散步。,Unknown,2.3,5,
已久,yǐjiǔ,adjective/phrase: for a long time already,这个问题存在已久。,Unknown,3.6,5,
衣领,yīlǐng,noun: collar,他的衣领有点脏。,Unknown,3.3,5,
阴沉,yīnchén,"adjective: gloomy / overcast (weather, mood)",今天的天气阴沉得让人提不起劲，大家都不太说话。,Unknown,7.1,5,
硬撑,yìngchēng,verb: to hold on by force / tough it out,身体不舒服还硬撑上班，只会更严重。,Unknown,Unknown,5,
迎面,yíngmiàn,adverb: directly facing / head-on,他迎面走来，脸上带着微笑。,Unknown,Unknown,5,
应用程序,yìngyòngchéngxù,application,我通常使用 Grab 的应用程序来预订出租车,Unknown,Unknown,5,
阴凉,yīnliáng,adjective: cool and shady,我们坐在树下阴凉的地方休息。,Unknown,2.2,5,
阴森,yīnsēn,adjective: gloomy; eerie; sinister,那座老房子看起来很阴森。,Unknown,Unknown,5,
一闻,yīwén,verb (compound): upon smelling once,这香水一闻就让人爱上，香气非常自然。,Unknown,Unknown,5,
医药费,yīyàofèi,noun: medical expenses,他的医药费非常高。,Unknown,3.6,5,
邮区,yóuqū,noun: postal district; postal code area,请填写正确的邮区号码。,Unknown,3.4,5,
优胜,yōushèng,adjective/verb: victorious; to win,我们班在比赛中优胜。,Unknown,3.1,5,
油炸,yóuzhá,verb/adjective: deep-fried,我不太喜欢吃油炸食品。,Unknown,3.1,5,
远大,yuǎndà,adjective: ambitious; far-reaching,他有远大的理想。,Unknown,3.6,5,
园丁,yuándīng,noun: gardener,园丁每天都会照顾这些花。,Unknown,2.1,5,
远房亲戚,yuǎnfángqīnqi,noun: distant relative,那位远房亲戚一年也见不了一次。,Unknown,Unknown,5,
援助金,yuánzhùjīn,noun: financial aid; subsidy,他们申请了援助金，才勉强度过那段困难时期。,Unknown,Unknown,5,
月薪,yuèxīn,noun: monthly salary,他的月薪不高，但生活还算稳定。,Unknown,Unknown,5,
预防针,yùfángzhēn,noun: vaccination; preventive injection,小孩子需要定期打预防针。,Unknown,4.4,5,
鱼缸,yúgāng,noun: fish tank; aquarium,鱼缸里养着几条金鱼。,Unknown,3.8,5,
语句,yǔjù,noun: sentence; expression,这篇文章里的语句很优美。,Unknown,4.3,5,
羽毛,yǔmáo,noun: feather,地上有几根白色的羽毛。,Unknown,2.1,5,
语文,yǔwén,noun: language subject (Chinese/Malay etc. in school context),她最喜欢语文课。,Unknown,3.1,5,
载满,zàimǎn,verb: to be fully loaded with,卡车载满了货物。,Unknown,3.1,5,
早起,zǎoqǐ,verb: to get up early,我已经习惯每天早起。,Unknown,3.5,5,
责骂,zémà,verb: to scold; to reprimand,他因为犯错而被老师责骂。,Unknown,2.3,5,
增派,zēngpài,verb: to send additional personnel / reinforce,警方决定增派人手，加强夜间巡逻。,Unknown,Unknown,5,
责问,zéwèn,verb: to question angrily; to scold and question,妈妈生气地责问他为什么迟到。,Unknown,3.9,5,
摘花,zhāihuā,verb: to pick flowers,公园里禁止摘花。,Unknown,2.6,5,
渣男,zhānán,noun: jerk / toxic guy (emotionally harmful in relationships) (slang),她刚分手，因为发现对方其实是个渣男。,Unknown,Unknown,5,
长出,zhǎngchū,verb: to grow out; to sprout,春天的时候，树上长出了新叶子。,Unknown,2.1,5,
站内,zhànnèi,noun/adverb: inside the station,请不要在站内奔跑。,Unknown,3.4,5,
照亮,zhàoliàng,verb: to illuminate; to light up,月光照亮了整条小路。,Unknown,3.5,5,
争夺冠军,zhēngduó guànjūn,phrase: fight for the championship,两支队伍正在争夺冠军，场面非常激烈。,Unknown,Unknown,5,
睁开,zhēngkāi,verb: to open (one’s eyes),她慢慢睁开了眼睛。,Unknown,2.3,5,
争先,zhēngxiān,verb: to compete to be first,大家争先回答老师的问题。,Unknown,3.7,5,
正要,zhèngyào,phrase: just about to,我正要出门时，他打来了电话。,Unknown,4.2,5,
正值,zhèngzhí,verb: happen to be at (a time/period),现在正值考试周，大家都在复习。,Unknown,Unknown,5,
阵雨,zhènyǔ,noun: shower; brief rainfall,下午可能会有阵雨。,Unknown,3.6,5,
之地,zhī dì,noun suffix: land/place of… (formal/literary),这里曾是文化交流之地。,Unknown,Unknown,5,
纸盒,zhǐhé,noun: paper box; cardboard box,桌子上放着一个大纸盒。,Unknown,2.1,5,
纸巾,zhǐjīn,noun: tissue paper,桌子上放着一包纸巾。,Unknown,2.5,5,
值日,zhírì,verb: to be on duty,今天轮到我值日。,Unknown,4.3,5,
直说,zhíshuō,verb: to speak frankly / get to the point,你别绕弯子了，有什么事就直说吧。,Unknown,Unknown,5,
纸条,zhǐtiáo,noun: slip of paper; note,他偷偷递给我一张纸条。,Unknown,3.2,5,
只限,zhǐxiàn,verb/phrase: limited to; only for,这个优惠只限会员。,Unknown,3.1,5,
种菜,zhòngcài,verb: to grow vegetables,爷爷喜欢在院子里种菜。,Unknown,3.1,5,
种花,zhònghuā,verb: to grow flowers,她喜欢在阳台上种花。,Unknown,2.5,5,
重要性,zhòngyàoxìng,noun: importance,他强调教育的重要性。,Unknown,3.1,5,
周会,zhōuhuì,noun: weekly meeting,公司每星期一都会开周会。,Unknown,2.5,5,
皱眉,zhòuméi,verb: to frown,他听到这个消息后皱眉了。,Unknown,3.8,5,
转而,zhuǎn’ér,adverb: then turn to / instead,计划失败后，他转而尝试另一种方法。,Unknown,Unknown,5,
装成,zhuāngchéng,verb: to pretend to be / disguise as,他装成很忙，其实在偷偷看小说。,Unknown,Unknown,5,
装满,zhuāngmǎn,verb: to fill up; to pack full,箱子里装满了书。,Unknown,2.6,5,
专卖,zhuānmài,verb/adjective: exclusive sale; specialty selling,这家店专卖运动用品。,Unknown,3.1,5,
专线,zhuānxiàn,noun: special line / dedicated hotline,政府开通了防疫专线，方便公众咨询。,Unknown,Unknown,5,
转校,zhuǎnxiào,verb: to transfer schools,他下个月要转校了。,Unknown,3.5,5,
住家,zhùjiā,noun: residence; home,这附近有很多住家。,Unknown,3.3,5,
竹林,zhúlín,noun: bamboo forest,我们在竹林里散步。,Unknown,3.4,5,
捉虫,zhuōchóng,verb: to catch insects / slang: to debug software bugs,小朋友在花园里捉虫。,Unknown,3.1,5,
助人,zhùrén,verb: to help others,助人为快乐之本。,Unknown,3.9,5,
住所,zhùsuǒ,noun: place of residence,请在登记表上填写你的现居住所。,Unknown,7.2,5,
注意力,zhùyìlì,noun: attention; concentration,上课时要集中注意力。,Unknown,3.11,5,
自备,zìbèi,verb: to bring one’s own,活动当天请自备饮用水。,Unknown,Unknown,5,
自然保护区,zìrán bǎohùqū,noun: nature reserve,这个自然保护区禁止捕猎，严禁破坏环境。,Unknown,Unknown,5,
自小,zìxiǎo,adverb: since childhood,他自小就喜欢音乐。,Unknown,3.1,5,
总会,zǒnghuì,adverb: eventually; always; bound to,只要努力，你总会成功的。,Unknown,3.4,5,
走失,zǒushī,verb: to get lost; to wander off,小孩在人群中走失了。,Unknown,3.1,5,
走向,zǒuxiàng,verb: to walk toward / noun: trend; direction,他慢慢走向门口。,Unknown,3.3,5,
走运,zǒuyùn,verb/adjective: to have good luck / be lucky,今天真走运，出门就捡到钱包。,Unknown,Unknown,5,
