Chinese Words,pinyin,English Words,Chinese Usage in a Sentence,English Usage in a sentence,_HSK,_Dao,Color
不讲理,bù jiǎnglǐ,verb phrase: to be unreasonable,你这样不讲理，只会让事情变得更糟。,Being unreasonable like this will only make things worse.,Unknown,6.2,5
不落人后,bù luò rén hòu,idiom: to not fall behind others / to keep up,她在学习上不落人后，总是名列前茅。,She never falls behind in her studies and always ranks at the top.,Unknown,Unknown,5
不管三七二十一,bùguǎnsānqīèrshíyī,idiom: regardless of consequences / act impulsively,他当时太生气了，不管三七二十一就冲了上去。,He was so angry that he rushed in without thinking.,Unknown,4.1,5
不过了,bùguò le,phrase: could not be more; extremely,这里的风景漂亮不过了。,The scenery here could not be more beautiful.,Unknown,Unknown,5
不理不睬,bùlǐbùcǎi,idiom: to ignore completely / cold shoulder,他生气时对我不理不睬，一句话都不说。,"When he’s angry, he gives me the cold shoulder and doesn’t say a word.",Unknown,Unknown,5
不眠不休,bùmiánbùxiū,idiom: without rest day and night,他们为了赶项目，不眠不休地工作了好几天。,They worked day and night for several days to meet the project deadline.,Unknown,Unknown,5
部室,bùshì,noun: club room / department office (in school or student clubs),我们每天放学后都在文艺部的部室讨论活动安排。,We meet in the Lit & Arts club room after school to plan events.,Unknown,Unknown,5
捕鱼,bǔyú,verb: to catch fish,渔夫每天出海捕鱼。,The fisherman goes out to sea to catch fish every day.,Unknown,4.4,5
不愿,bùyuàn,verb / adjective: unwilling / not willing,他不愿接受别人的帮助，坚持自己解决问题。,He’s unwilling to accept help and insists on solving the problem himself.,Unknown,3.3,5
才干,cáigàn,noun: ability / talent,她很有才干，几年内就升职成了经理。,She’s very capable and was promoted to manager within just a few years.,Unknown,Unknown,5
参观者,cānguānzhě,noun: visitor; attendee,博物馆里有很多参观者。,There are many visitors in the museum.,Unknown,3.5,5
草丛,cǎocóng,noun: bushes; clump of grass,小猫躲在草丛里。,The kitten is hiding in the bushes.,Unknown,3.5,5
侧着身子,cèzhe shēnzi,phrase: turn sideways / with body angled,走过窄门时，她侧着身子小心通过。,She turned sideways to carefully pass through the narrow doorway.,Unknown,Unknown,5
插队,chāduì,verb: to cut in line,在公共场合不应该插队。,One should not cut in line in public places.,Unknown,4.4,5
超棒,chāobàng,adjective: amazing / awesome,你写的这篇稿子超棒，已经被选上发表了！,Your article is amazing — it’s been chosen for publication!,Unknown,Unknown,5
吵闹,chǎonào,adjective/verb: noisy; to make noise,教室里太吵闹了。,The classroom is too noisy.,Unknown,3.9,5
超软,chāoruǎn,adjective (colloquial): super soft,这款蛋糕超软，一口下去入口即化。,This cake is super soft—it melts in your mouth.,Unknown,Unknown,5
超香,chāoxiāng,adjective (slang): super fragrant / smells amazing,这碗牛肉面超香，路过都想吃。,This bowl of beef noodles smells amazing—even passersby want some.,Unknown,Unknown,5
撑不住,chēngbúzhù,verb (phrase): to be unable to hold on; to collapse,连续几天没睡好，她终于撑不住了。,"After several days of poor sleep, she finally couldn’t hold on anymore.",Unknown,Unknown,5
乘船,chéngchuán,verb: to travel by boat,我们明天乘船去小岛。,We will travel to the island by boat tomorrow.,Unknown,3.2,5
乘凉,chéngliáng,verb: to enjoy the cool air,晚上很多人在树下乘凉。,Many people enjoy the cool air under the trees at night.,Unknown,3.1,5
沉浸其中,chénjìnqízhōng,verb (phrase): to be immersed in it,他一玩起游戏就沉浸其中，常常忘了时间。,"Once he starts gaming, he gets completely immersed and often forgets the time.",Unknown,Unknown,5
愁眉,chóuméi,noun: worried expression; frown,他满脸愁眉地坐在那里。,He sat there with a worried expression.,Unknown,3.1,5
传单,chuándān,noun: flyer; leaflet; handout,有人在街上发传单。,Someone is handing out flyers on the street.,Unknown,2.5,5
船夫,chuánfū,noun: boatman; ferryman,船夫正在慢慢划船。,The boatman is rowing slowly.,Unknown,3.5,5
闯关,chuǎngguān,"verb: to break through a level / pass a stage (games, exams, bureaucracy)",他花了一晚上才闯关成功。,He spent the whole night just to pass the level.,Unknown,7.5,5
传收,chuánshōu,"verb (compound): to transmit and receive (e.g., signals, messages)",这个系统可以同时传收语音和数据，非常高效。,This system can transmit and receive both voice and data at the same time — very efficient.,Unknown,Unknown,5
初尝,chūcháng,verb: to taste for the first time,他初尝独立生活的滋味，又兴奋又有点不安。,He tasted independent living for the first time and felt both excited and a little uneasy.,Unknown,Unknown,5
刺眼,cìyǎn,adjective: dazzling / harsh to the eyes,阳光太强，刺眼得让人睁不开眼。,"The sunlight was so strong, it was blinding.",Unknown,Unknown,5
从命,cóngmìng,verb (classical / polite): to obey; to comply,既然您已经决定了，那我就从命。,"Since you’ve already decided, I’ll comply.",Unknown,Unknown,5
从速,cóngsù,adverb: as soon as possible / without delay (formal or official tone),此事十分紧急，请你们从速处理。,This matter is urgent—please handle it as soon as possible.,Unknown,Unknown,5
存活,cúnhuó,verb: to survive / to stay alive,这株植物在极端环境下依然能存活，真的很顽强。,This plant can survive even in extreme environments — it’s really tough.,Unknown,Unknown,5
村民,cūnmín,noun: villager,村民们一起修理道路。,The villagers repaired the road together.,Unknown,4.2,5
错怪,cuòguài,verb: to wrongly blame,对不起，我错怪你了。,"Sorry, I wrongly blamed you.",Unknown,3.9,5
打翻,dǎfān,verb: to knock over; to overturn,他不小心打翻了水杯。,He accidentally knocked over the cup.,Unknown,3.1,5
搭客,dākè,noun/verb: passenger; to give someone a ride,他每天顺路搭客上班。,He gives people rides to work along the way every day.,Unknown,3.9,5
当地人,dāngdìrén,noun: local people; locals,当地人对游客很热情。,The locals are very welcoming to tourists.,Unknown,3.9,5
当局,dāngjú,noun: the authorities,当地当局正在处理这起交通事故。,The local authorities are handling the traffic incident.,Unknown,6.2,5
挡住,dǎngzhù,verb: to block (a physical object or path),有人挡住了门口，我进不去。,Someone is blocking the door—I can’t get in.,Unknown,Unknown,5
到场,dàochǎng,verb: to arrive at the scene; to show up,很多观众已经到场了。,Many audience members have already arrived.,Unknown,2.6,5
导览,dǎolǎn,noun/verb: guided tour; to guide visitors,导游正在为游客导览。,The tour guide is guiding the visitors.,Unknown,3.5,5
道谢,dàoxiè,verb: to express thanks; to thank,他亲自向老师道谢。,He personally thanked the teacher.,Unknown,2.6,5
打气,dǎqì,verb: to encourage; to cheer someone on,比赛前，大家都在给他打气。,"Before the competition, everyone was cheering him on.",Unknown,2.3,5
打拳,dǎquán,verb: to box; to practice martial arts,他每天早上都会打拳。,He practices boxing every morning.,Unknown,3.6,5
大扫除,dàsǎochú,noun: thorough cleaning; spring cleaning,我们周末准备做一次大扫除。,We plan to do a big cleaning this weekend.,Unknown,2.4,5
得奖,déjiǎng,verb: to win a prize; to receive an award,她在比赛中得奖了。,She won a prize in the competition.,Unknown,2.4,5
等地,děngdì,noun suffix: and other places,这种新产品已经在北京、上海等地上市。,This new product has already been launched in places like Beijing and Shanghai.,Unknown,Unknown,5
瞪眼,dèngyǎn,verb: to glare; to stare angrily,他生气地瞪眼看着我。,He glared at me angrily.,Unknown,3.6,5
得起,déqǐ,verb complement: able to afford; able to bear,这辆车太贵了，我买不起，也养不起。,This car is too expensive; I can neither buy nor maintain it.,Unknown,3.1,5
点题,diǎntí,verb: to state the main point/topic clearly,文章最后一句成功点题。,The final sentence successfully highlighted the main theme.,Unknown,4.3,5
店员,diànyuán,noun: shop assistant; store clerk,店员很热情地帮助了我们。,The shop assistant warmly helped us.,Unknown,2.5,5
店主,diànzhǔ,noun: shop owner,店主对顾客非常热情。,The shop owner is very friendly to customers.,Unknown,3.9,5
掉落,diàoluò,verb: to fall; to drop down,树叶不断地从树上掉落。,Leaves keep falling from the tree.,Unknown,2.4,5
地洞,dìdòng,noun: hole in the ground; tunnel,兔子躲进了地洞里。,The rabbit hid inside the hole in the ground.,Unknown,4.4,5
抵抗力,dǐkànglì,noun: resistance / immunity,多锻炼身体可以提高抵抗力，不容易生病。,Exercising more boosts your immunity and makes you less likely to get sick.,Unknown,Unknown,5
顶楼,dǐnglóu,noun: top floor,他们住在公寓的顶楼。,They live on the top floor of the apartment building.,Unknown,3.6,5
抖动,dǒudòng,verb: to tremble / to shake,他的手因为太紧张而不停抖动。,His hands kept shaking from nervousness.,Unknown,Unknown,5
短剧,duǎnjù,noun: short drama; skit,学生们表演了一部短剧。,The students performed a short drama.,Unknown,3.1,5
短文,duǎnwén,noun: short passage; short essay,老师让我们写一篇短文。,The teacher asked us to write a short essay.,Unknown,3.11,5
短讯,duǎnxùn,noun: text message / SMS,我刚才发了一条短讯给你，有看到吗？,I just sent you a text message—did you see it?,Unknown,Unknown,5
堆满,duīmǎn,verb: to pile up full of; to heap up,桌上堆满了文件。,The table is piled full of documents.,Unknown,3.9,5
多得不得了,duō de bù dé liǎo,adverbial phrase: extremely many / a great deal,仓库里的货物多得不得了，一时清点不完。,There are so many goods in the warehouse that they can’t be counted all at once.,Unknown,Unknown,5
夺得,duódé,"verb: to seize / to win (a title, prize, etc.)",他在比赛中夺得了第一名。,He won first place in the competition.,Unknown,6.2,5
多元种族,duōyuán zhǒngzú,noun phrase: multiracial / ethnically diverse,新加坡是一个多元种族的国家，不同文化和平共处。,Singapore is a multiracial country where different cultures coexist peacefully.,Unknown,Unknown,5
度日,dùrì,verb: to get by; to live day to day,失业期间，他只能靠积蓄度日。,"During unemployment, he could only get by on his savings.",Unknown,Unknown,5
额头,étóu,noun: forehead,他的额头流着汗水。,Sweat was flowing down his forehead.,Unknown,4.4,5
发件,fājiàn,verb/noun: to send mail; outgoing mail,请确认发件地址是否正确。,Please confirm whether the sender address is correct.,Unknown,2.4,5
犯错,fàncuò,verb: to make a mistake,每个人都会犯错。,Everyone makes mistakes.,Unknown,2.6,5
防备,fángbèi,verb: to guard against / be prepared for,为了防备感冒，他每天都坚持锻炼身体。,"To guard against getting sick, he exercises every day.",Unknown,7.6,5
放风筝,fàngfēngzhēng,verb: to fly a kite,孩子们在草地上放风筝。,The children are flying kites on the grass.,Unknown,3.8,5
翻滚,fāngǔn,verb: to roll; to tumble; to surge,海浪不断地翻滚。,The waves kept rolling and surging.,Unknown,3.3,5
饭盒,fànhé,noun: lunch box; food container,她把饭装进饭盒里。,She put the food into the lunch box.,Unknown,3.7,5
翻新,fānxīn,verb: to renovate; to refurbish,这间老房子最近被翻新了。,This old house was recently renovated.,Unknown,3.9,5
非比寻常,fēibǐxúncháng,idiom (adjective): extraordinary / out of the ordinary,这次经历对他来说意义非比寻常。,This experience was extraordinary and deeply meaningful to him.,Unknown,Unknown,5
非法行为,fēifǎ xíngwéi,noun: illegal behavior,警方正在调查一宗涉嫌非法行为的案件。,Police are investigating a case involving suspected illegal activity.,Unknown,Unknown,5
费力,fèilì,adjective/verb: strenuous; requiring effort,搬这张桌子很费力。,Moving this table requires a lot of effort.,Unknown,4.3,5
飞禽,fēiqín,noun: birds; flying creatures,森林里有很多飞禽。,There are many birds in the forest.,Unknown,3.8,5
分发,fēnfā,verb: to distribute; to hand out,老师正在分发试卷。,The teacher is distributing the test papers.,Unknown,3.8,5
逢...必...,féng … bì …,phrase: whenever … always …,他逢下雨必迟到，大家早就习惯了。,"Whenever it rains, he’s always late, and everyone’s already used to it.",Unknown,Unknown,5
